0,29400.0
1,39500.0
2,45200.0
3,41200.0
4,24100.0
5,38800.0
6,32800.0
7,44000.0
8,32500.0
9,37800.0
10,32200.0
11,32300.0
12,36500.0
13,30800.0
14,33100.0
15,30300.0
16,41000.0
17,36300.0
18,36700.0
19,35900.0
20,33600.0
21,34700.0
22,32300.0
23,30900.0
24,41600.0
25,46300.0
26,44200.0
27,47300.0
28,46600.0
29,40200.0
30,44100.0
31,61600.0
32,32900.0
33,54600.0
34,32800.0
35,67200.0
36,38700.0
37,24300.0
38,30200.0
39,31800.0
40,28700.0
41,34000.0
42,34000.0
43,30900.0
44,31600.0
45,42600.0
46,30600.0
47,36400.0
48,48400.0
49,50100.0
50,41400.0
51,33300.0
52,41600.0
53,40200.0
54,34900.0
55,117000.0
56,62100.0
57,47700.0
58,52500.0
59,48600.0
60,41800.0
61,38600.0
62,41800.0
63,45900.0
64,44200.0
65,42900.0
66,40800.0
67,43200.0
68,47300.0
69,43200.0
70,39900.0
71,41100.0
72,44700.0
73,55000.0
74,48200.0
75,46100.0
76,52200.0
77,42700.0
78,47300.0
79,107900.0
80,45700.0
81,36900.0
82,34400.0
83,70000.0
84,65100.0
85,47100.0
86,71700.0
87,41500.0
88,33200.0
89,54300.0
90,51700.0
91,114500.0
92,49400.0
93,41000.0
94,56300.0
95,61900.0
96,31600.0
97,31600.0
98,30000.0
99,50400.0
100,29500.0
101,46400.0
102,70100.0
103,40700.0
104,36100.0
105,49400.0
106,38100.0
107,55000.0
108,53900.0
109,40700.0
110,53100.0
111,48200.0
112,41300.0
113,44700.0
114,33900.0
115,39800.0
116,45800.0
117,63000.0
118,57700.0
119,43100.0
120,54400.0
121,51600.0
122,91900.0
123,43700.0
124,47700.0
125,26300.0
126,43100.0
127,59300.0
128,38300.0
129,48600.0
130,32700.0
131,58000.0
132,37800.0
133,30800.0
134,57900.0
135,40100.0
136,26400.0
137,42300.0
138,80100.0
139,58300.0
140,74300.0
141,40800.0
142,39100.0
143,44200.0
144,31800.0
145,76700.0
146,38300.0
147,42800.0
148,44600.0
149,34700.0
150,61000.0
151,40800.0
152,39300.0
153,49700.0
154,33700.0
155,36300.0
156,22400.0
157,35800.0
158,48900.0
159,29800.0
160,35100.0
161,34300.0
162,52800.0
163,39200.0
164,39200.0
165,38900.0
166,46800.0
167,36300.0
168,55600.0
169,40400.0
170,43300.0
171,39300.0
172,50900.0
173,45500.0
174,42600.0
175,37900.0
176,40600.0
177,46300.0
178,41100.0
179,39500.0
180,65800.0
181,31600.0
182,47200.0
183,40800.0
184,39800.0
185,39400.0
186,46400.0
187,46900.0
188,34600.0
189,22400.0
190,51500.0
191,70000.0
192,43600.0
193,52000.0
194,37300.0
195,48600.0
196,29100.0
197,38600.0
198,29000.0
199,41800.0
200,33800.0
201,32500.0
202,47300.0
203,39400.0
204,42300.0
205,48800.0
206,43400.0
207,41900.0
208,28300.0
209,38200.0
210,41700.0
211,48100.0
212,33400.0
213,29000.0
214,40200.0
215,32700.0
216,34700.0
217,50300.0
218,41200.0
219,43700.0
220,57400.0
221,27500.0
222,37800.0
223,39700.0
224,42900.0
225,51600.0
226,40100.0
227,45200.0
228,40300.0
229,29800.0
230,38500.0
231,30900.0
232,45100.0
233,36400.0
234,36500.0
235,28500.0
236,34600.0
237,32500.0
238,34800.0
239,25300.0
240,39800.0
241,38100.0
242,32100.0
243,40800.0
244,32500.0
245,55900.0
246,26700.0
247,57200.0
248,33600.0
249,36000.0
250,35300.0
251,39000.0
252,43300.0
253,39000.0
254,34600.0
255,35800.0
256,50800.0
257,45200.0
258,36300.0
259,33600.0
260,32000.0
261,28400.0
262,47300.0
263,47700.0
264,32100.0
265,34200.0
266,32200.0
267,33600.0
268,34100.0
269,31100.0
270,40600.0
271,40200.0
272,35300.0
273,34900.0
274,38400.0
275,33700.0
276,34800.0
277,29600.0
278,41900.0
279,45200.0
280,94200.0
281,32100.0
282,59700.0
283,30300.0
284,40300.0
285,46700.0
286,37300.0
287,46500.0
288,41000.0
289,35600.0
290,41500.0
291,62300.0
292,45300.0
293,44800.0
294,82600.0
295,50300.0
296,57000.0
297,51600.0
298,39900.0
299,38900.0
300,42700.0
301,43200.0
302,28300.0
303,44600.0
304,41100.0
305,38600.0
306,50600.0
307,48600.0
308,40700.0
309,37000.0
310,40800.0
311,56600.0
312,33400.0
313,35500.0
314,32300.0
315,33800.0
316,35500.0
