Concordia University-Nebraska,35300.0
Creighton University,50700.0
Grace University,31600.0
Hastings College,36800.0
University of Nebraska at Kearney,34500.0
Kaplan University-Lincoln Campus,34700.0
Nebraska Methodist College of Nursing & Allied Health,45400.0
Midland University,36600.0
University of Nebraska at Omaha,36900.0
Kaplan University-Omaha Campus,34700.0
University of Nebraska Medical Center,66200.0
Nebraska Wesleyan University,38300.0
University of Nebraska-Lincoln,39400.0
Peru State College,32000.0
College of Saint Mary,37700.0
Union College,36900.0
Wayne State College,33200.0
University of Nevada-Las Vegas,42100.0
University of Nevada-Reno,41200.0
Great Basin College,30900.0
Sierra Nevada College,38500.0
Daniel Webster College,49200.0
Dartmouth College,58000.0
Franklin Pierce University,36300.0
New England College,31000.0
Southern New Hampshire University,39700.0
University of New Hampshire-Main Campus,39900.0
Keene State College,35300.0
Plymouth State University,34200.0
Rivier University,41000.0
Granite State College,32400.0
Beth Medrash Govoha,27600.0
Bloomfield College,35700.0
Caldwell College,39700.0
Centenary College,40200.0
Drew University,39900.0
Fairleigh Dickinson University-Metropolitan Campus,43500.0
Felician College,41300.0
Fairleigh Dickinson University-College at Florham,43500.0
Georgian Court University,39200.0
Rowan University,42300.0
New Jersey City University,39800.0
Kean University,41300.0
Monmouth University,43800.0
Montclair State University,42700.0
New Jersey Institute of Technology,51900.0
Princeton University,67400.0
Ramapo College of New Jersey,43500.0
Rider University,42600.0
Rutgers University-Camden,48100.0
Rutgers University-New Brunswick,48100.0
Rutgers University-Newark,48100.0
Saint Peter's University,39300.0
Seton Hall University,48600.0
College of Saint Elizabeth,40700.0
Stevens Institute of Technology,62900.0
The Richard Stockton College of New Jersey,40000.0
Thomas Edison State College,48600.0
The College of New Jersey,48300.0
William Paterson University of New Jersey,42600.0
Eastern New Mexico University-Main Campus,27600.0
New Mexico Highlands University,31500.0
New Mexico Institute of Mining and Technology,40900.0
University of New Mexico-Main Campus,32700.0
New Mexico State University-Main Campus,31700.0
Santa Fe University of Art and Design,34900.0
University of the Southwest,36100.0
Western New Mexico University,28400.0
Vaughn College of Aeronautics and Technology,43100.0
Adelphi University,46100.0
Albany College of Pharmacy and Health Sciences,102200.0
Alfred University,37900.0
Bard College,23600.0
Boricua College,30600.0
Brooklyn Law School,99200.0
Canisius College,37200.0
Central Yeshiva Tomchei Tmimim Lubavitz,18600.0
Clarkson University,53200.0
Colgate University,49500.0
Metropolitan College of New York,40200.0
Columbia University in the City of New York,70000.0
Concordia College-New York,40500.0
Cooper Union for the Advancement of Science and Art,48200.0
Cornell University,62100.0
CUNY Bernard M Baruch College,47200.0
CUNY Brooklyn College,38500.0
College of Staten Island CUNY,38300.0
CUNY City College,37300.0
CUNY Hunter College,38000.0
CUNY John Jay College of Criminal Justice,40500.0
CUNY Lehman College,38000.0
CUNY Queens College,39500.0
CUNY York College,35800.0
D'Youville College,46200.0
Daemen College,43800.0
Dominican College of Blauvelt,50200.0
Dowling College,40400.0
Elmira College,38400.0
Fashion Institute of Technology,42000.0
Five Towns College,28800.0
Fordham University,47100.0
Hilbert College,36800.0
Hobart William Smith Colleges,40600.0
Hofstra University,45300.0
Houghton College,36300.0
Iona College,44000.0
Ithaca College,40900.0
The Juilliard School,33600.0
Keuka College,36700.0
LIM College,38200.0
Le Moyne College,43200.0
LIU Brooklyn,40300.0
LIU Post,45100.0
LIU Hudson at Rockland,45100.0
LIU Brentwood,45100.0
Manhattan College,52300.0
Manhattan School of Music,27800.0
Manhattanville College,40400.0
Marist College,43200.0
Medaille College,36800.0
Mercy College,34600.0
Molloy College,54200.0
Monroe College,28700.0
Mount Saint Mary College,41200.0
College of Mount Saint Vincent,43500.0
Nazareth College,39800.0
The College of New Rochelle,36200.0
The New School,40000.0
New York University,52300.0
Niagara University,36100.0
New York Institute of Technology,43300.0
New York School of Interior Design,55800.0
Nyack College,40500.0
Pace University-New York,51200.0
Polytechnic Institute of New York University,55500.0
Pratt Institute-Main,36900.0
Rabbinical College of Ch'san Sofer New York,22900.0
Rensselaer Polytechnic Institute,60900.0
Roberts Wesleyan College,39500.0
Rochester Institute of Technology,45400.0
University of Rochester,44900.0
The Sage Colleges,35400.0
St Bonaventure University,39800.0
St Francis College,43600.0
St Lawrence University,40600.0
The College of Saint Rose,36900.0
St Thomas Aquinas College,42100.0
Sarah Lawrence College,30100.0
Siena College,47000.0
Skidmore College,38400.0
Saint Joseph's College-New York,48900.0
Saint John Fisher College,37900.0
St John's University-New York,48000.0
SUNY at Albany,42900.0
SUNY at Binghamton,48700.0
University at Buffalo,42400.0
Stony Brook University,46400.0
SUNY College of Environmental Science and Forestry,37800.0
SUNY Institute of Technology at Utica-Rome,43600.0
SUNY College at Brockport,35700.0
Buffalo State SUNY,33100.0
SUNY College at Cortland,37800.0
SUNY at Fredonia,34600.0
SUNY College at Geneseo,41200.0
State University of New York at New Paltz,36200.0
SUNY Oneonta,35900.0
SUNY College at Oswego,35800.0
SUNY College at Potsdam,31800.0
SUNY at Purchase College,30500.0
SUNY College of Optometry,80200.0
SUNY College at Old Westbury,36700.0
SUNY College at Plattsburgh,36200.0
SUNY Downstate Medical Center,71600.0
SUNY Empire State College,38300.0
SUNY Maritime College,59600.0
Upstate Medical University,67200.0
Swedish Institute a College of Health Sciences,33900.0
Syracuse University,45600.0
Touro College,31400.0
United States Merchant Marine Academy,66800.0
Utica College,37900.0
School of Visual Arts,34800.0
Wagner College,47600.0
Yeshiva of Nitra Rabbinical College,25000.0
Yeshiva University,47900.0
Yeshivath Viznitz,14600.0
Appalachian State University,34600.0
Barton College,34400.0
Campbell University,44700.0
Catawba College,37300.0
Chowan University,31000.0
Duke University,63200.0
East Carolina University,37800.0
Elizabeth City State University,28500.0
Elon University,41000.0
Fayetteville State University,29600.0
Gardner-Webb University,36200.0
Greensboro College,33500.0
High Point University,39600.0
Laurel University,41100.0
Lenoir-Rhyne University,36600.0
Mars Hill University,30800.0
Meredith College,36500.0
Methodist University,35600.0
Montreat College,43800.0
North Carolina A & T State University,33600.0
University of North Carolina at Asheville,30900.0
University of North Carolina at Chapel Hill,46800.0
University of North Carolina at Charlotte,39200.0
University of North Carolina at Greensboro,34900.0
North Carolina Central University,30600.0
University of North Carolina School of the Arts,28300.0
North Carolina State University at Raleigh,43800.0
University of North Carolina Wilmington,37800.0
University of North Carolina at Pembroke,30800.0
Pfeiffer University,36500.0
Piedmont International University,27800.0
Queens University of Charlotte,41300.0
Salem College,32700.0
Shaw University,29200.0
Wake Forest University,52900.0
Warren Wilson College,24200.0
Wingate University,34900.0
Winston-Salem State University,32200.0
Western Carolina University,34800.0
University of Jamestown,33800.0
University of Mary,39300.0
Minot State University,31900.0
University of North Dakota,41600.0
North Dakota State University-Main Campus,42200.0
Valley City State University,31600.0
University of Akron Main Campus,32300.0
Art Academy of Cincinnati,25800.0
Ashland University,36700.0
Baldwin Wallace University,39800.0
Bluffton University,36100.0
Bowling Green State University-Main Campus,35900.0
Capital University,37600.0
Case Western Reserve University,58100.0
Cedarville University,37200.0
Central State University,25600.0
Cincinnati Christian University,27700.0
University of Cincinnati-Main Campus,38400.0
University of Cincinnati-Clermont College,38400.0
University of Cincinnati-Blue Ash College,38400.0
Ohio Christian University,29500.0
Cleveland State University,36600.0
Columbus College of Art and Design,27300.0
University of Dayton,46100.0
Defiance College,34000.0
The University of Findlay,39200.0
Franklin University,48300.0
Heidelberg University,36300.0
Hiram College,38300.0
John Carroll University,43200.0
Kent State University at Kent,32300.0
Kettering College,59400.0
Lake Erie College,32900.0
Lourdes University,35900.0
Malone University,37900.0
Marietta College,36900.0
Miami University-Hamilton,41400.0
Miami University-Middletown,41400.0
Miami University-Oxford,41400.0
Mount Carmel College of Nursing,53600.0
University of Mount Union,35800.0
Mount Vernon Nazarene University,41800.0
College of Mount St Joseph,39800.0
Muskingum University,32900.0
Notre Dame College,36300.0
University of Northwestern Ohio,34900.0
Oberlin College,30100.0
Ohio Dominican University,41000.0
Ohio Northern University,54500.0
Ohio State University-Main Campus,38600.0
Ohio University-Main Campus,34900.0
Otterbein University,36400.0
University of Rio Grande,29500.0
Shawnee State University,29500.0
Franciscan University of Steubenville,33400.0
Tiffin University,34600.0
University of Toledo,37200.0
Union Institute & University,54200.0
Urbana University,34600.0
Ursuline College,43400.0
Walsh University,36600.0
Wilberforce University,33500.0
Wilmington College,34900.0
Wright State University-Main Campus,35400.0
Wright State University-Lake Campus,35400.0
Xavier University,43100.0
Youngstown State University,31800.0
Oklahoma Wesleyan University,42100.0
Southern Nazarene University,43300.0
Cameron University,31000.0
